,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
751,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,682802.9276758401,90000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0
752,Tata Tiago 1.05 Revotorq XZ,2016,293230.31074110355,35000,Diesel,Individual,Manual,Second Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
753,Renault Duster 110PS Diesel RXZ Optional with Nav,2014,501123.4631851994,80000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
754,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,688254.6296339291,76139,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
755,Maruti Alto K10 2010-2014 VXI,2011,201562.29474446026,40000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
756,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,736125.4021774094,95000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7.0
757,Tata Sumo GX,2012,291232.4401176278,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,7.0
758,Hyundai Grand i10 1.2 CRDi Sportz,2017,613472.5581772838,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0
759,Mahindra Bolero DI BSIII,2006,232994.84239432713,170000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
760,Maruti Alto K10 VXI,2016,369459.3754142057,15000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
761,Hyundai Elite i20 Asta Option CVT BSIV,2018,628480.4468486735,29000,Petrol,Dealer,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0
762,Honda BRV i-VTEC V MT,2016,641576.6190467961,140000,Petrol,Individual,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7.0
763,Honda WR-V i-DTEC VX,2018,1009198.4795570086,15000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
764,Hyundai i20 Active Base Petrol,2015,349960.3910085508,45000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
765,Hyundai i20 1.4 CRDi Asta,2011,245847.68192462935,150000,Diesel,Individual,Manual,Fourth & Above Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
766,Tata Indigo eCS GLX,2010,118310.9843769692,65000,Petrol,Individual,Manual,First Owner,15.64 kmpl,1193 CC,64.1 bhp,100Nm@ 2700rpm,5.0
767,Hyundai i20 Magna 1.4 CRDi,2014,431726.11105150805,80000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
768,Maruti Ciaz VDi Plus,2015,523515.5599860547,90000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
769,Maruti Wagon R LXI,2005,131440.589027384,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
770,Hyundai Creta 1.6 CRDi SX Plus,2015,713422.1249104526,50000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
771,Toyota Camry 2.5 Hybrid,2016,1271703.8388009304,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
772,Honda Jazz VX,2016,492387.1557670342,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
773,Tata Indica V2 DLX,2008,112706.89720288863,80000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
774,Tata Nano Cx,2011,64059.206030472786,80000,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4.0
775,Tata Indica V2 DL BSIII,2006,84344.87179731103,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0
776,Maruti Swift AMT ZXI,2018,666362.5508674234,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
777,BMW X4 M Sport X xDrive20d,2019,4669328.95056532,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
778,Jaguar XF 2.0 Diesel Portfolio,2017,2615481.673221935,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
779,Tata Hexa XT,2017,999498.0431338712,45000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0
780,Maruti Alto 800 LXI,2013,169050.01858772797,80000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
781,Toyota Etios GD,2012,339478.8471847779,158500,Diesel,Individual,Manual,Third Owner,,,,,
782,Maruti Swift Dzire VDI,2013,383913.2733718803,56000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
783,Datsun GO Plus T Option BSIV,2016,301472.2899209966,50000,Petrol,Individual,Manual,First Owner,19.44 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7.0
784,Maruti Swift Dzire VDI,2017,661556.2711027097,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
785,Maruti Wagon R LXI BSIII,2006,121835.24643171707,50000,Petrol,Individual,Manual,Third Owner,14.0 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0
786,Maruti Swift VXI Windsong Limited edition,2015,350601.4344050445,35000,Petrol,Individual,Manual,Second Owner,20.4 kmpl,1197 CC,83.11 bhp,115Nm@ 4000rpm,5.0
787,Tata Indica Vista Aqua 1.4 TDI,2010,154158.21790065462,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0
788,Toyota Fortuner 4x2 Manual,2014,1434848.2241779552,150000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0
789,Mahindra Bolero DI DX 7 Seater,2009,249252.68154753765,150000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
790,Mahindra Scorpio S5 BSIV,2019,1607107.2351749898,60000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
791,Maruti Wagon R LXI,2003,148171.7907857369,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
792,Renault Triber RXZ BSIV,2019,748804.3282024367,6500,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0
793,Honda Jazz Select Edition Active,2011,240333.93960247943,80000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1198 CC,90 bhp,110(11.2)@ 4800,5.0
794,Mahindra Xylo E4 BS IV,2010,463629.03757246776,60000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0
795,Tata Manza Aura (ABS) Quadrajet,2010,209041.57098419731,120000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0
796,Tata Sumo CX,2012,353804.80908593384,70000,Diesel,Individual,Manual,Second Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,7.0
797,Toyota Fortuner 3.0 Diesel,2011,1164875.8288471375,120000,Diesel,Individual,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
798,Fiat Linea Classic Plus 1.3 Multijet,2014,290714.07776242046,142500,Diesel,Individual,Manual,First Owner,19.5 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0
799,Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,733663.2602809616,121000,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
800,Hyundai EON Era Plus,2013,202897.9912901069,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
801,Mahindra XUV500 W10 2WD,2015,791505.841399945,188000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
802,Mahindra Xylo E4 BS IV,2010,458880.4911404648,168000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0
803,Hyundai i10 Asta Sunroof AT,2008,175811.41638150284,120000,Petrol,Individual,Automatic,Second Owner,19.2 kmpl,1197 CC,80 bhp,"11.4@ 4,000(kgm@ rpm)",5.0
804,Tata Nexon 1.2 Revotron XZ Plus,2018,458579.33271073876,25000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0
805,Maruti Ritz VDi,2012,379467.4925783789,72072,Diesel,Dealer,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0
806,Mahindra XUV500 AT W6 2WD,2016,894654.0959250496,75000,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
807,Honda Mobilio RS i DTEC,2015,650046.6578063669,94000,Diesel,Individual,Manual,Second Owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0
808,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,1159643.46900417,2600,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
809,Maruti Zen Estilo LXI BS IV,2009,189089.5108676263,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
810,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,953285.5261206796,120000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0
811,Hyundai Elite i20 Diesel Sportz,2019,1091994.0586586678,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5.0
812,Maruti 800 Std,2002,53789.70438167356,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
813,Volkswagen Vento Diesel Highline,2011,369401.58861566737,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
814,Honda City i DTEC VX,2015,613239.7095152807,60000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
815,Maruti Swift Dzire VDI,2017,651783.790254563,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
816,Maruti Swift Vdi BSIII,2010,251352.67452962112,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
817,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1787384.8103566603,5400,Diesel,Dealer,Manual,Test Drive Car,22.27 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5.0
818,Hyundai Getz GLE,2006,153043.1311517901,100000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0
819,Honda City 1.5 E MT,2011,379683.0766466845,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0
820,Mahindra XUV500 W10 2WD,2016,1001291.8272000136,70000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
821,Mahindra Scorpio S2 7 Seater,2014,480494.72690526873,120000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,7.0
822,Maruti Swift Dzire VXi AT,2018,673029.3900347821,23300,Petrol,Dealer,Automatic,First Owner,18.5 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
823,Mahindra Bolero 2011-2019 ZLX,2017,658787.8562090956,35000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
824,Renault Duster 85PS Diesel RxL,2014,409071.41204957035,80000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
825,Honda Amaze S i-VTEC,2019,884506.6201422284,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0
826,Chevrolet Beat Diesel LS,2012,192083.51827580607,75000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
827,Maruti Swift VDI BSIV,2015,439675.94037499744,31000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
828,Maruti Omni 5 Seater BSIV,2011,102315.1465394167,70000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5.0
829,Hyundai Santro Era,2019,665900.4211832865,4000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0
830,Maruti 800 AC,2002,58341.680322315595,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
831,Tata Manza Aura (ABS) Safire,2010,147505.23477698816,100000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5.0
832,Hyundai i10 Magna,2010,175726.68947612008,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
833,Maruti Alto 800 LXI,2015,237660.37164316248,22000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
834,Toyota Corolla Altis 1.8 VL AT,2012,630515.3728166908,57728,Petrol,Trustmark Dealer,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0
835,Honda Jazz 1.5 V i DTEC,2016,662412.4638916109,30000,Diesel,Individual,Manual,Second Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
836,Hyundai i10 Magna,2012,273190.24094887037,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
837,Maruti Swift VDI,2013,308783.57230101945,100000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
838,Hyundai i10 Magna 1.1L,2013,252870.17775203646,70000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
839,Maruti Alto LX,2004,108453.81262746209,60000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
840,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,821217.9775658379,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
841,Maruti Baleno Delta 1.3,2016,533985.9217231302,78000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
842,Tata Zest Revotron 1.2 XT,2017,323434.33072309627,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
843,Maruti Wagon R LXI BSIII,2010,196467.1776704126,77000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
844,Tata Indigo CS LS (TDI) BS III,2009,169126.46142772734,70000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
845,Renault KWID 1.0 RXT Optional,2018,493178.1446505358,31000,Petrol,Dealer,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
846,Fiat Punto 1.2 Active,2009,124248.85406829564,110000,Petrol,Individual,Manual,Second Owner,15.7 kmpl,1172 CC,67 bhp,96Nm@ 2500rpm,5.0
847,Toyota Innova 2.5 E Diesel MS 7-seater,2010,587384.5324270695,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7.0
848,Hyundai Verna 1.6 CRDi EX MT,2013,534959.0057761727,87185,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0
849,Toyota Innova Crysta 2.4 GX MT BSIV,2016,1491062.589417469,60000,Diesel,Dealer,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0
850,Maruti Wagon R VXI BS IV,2016,345910.73023082997,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
851,Maruti Swift Dzire VDI,2013,328334.0529885431,116000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
852,Mahindra Scorpio S10 7 Seater,2015,699509.3386266975,170000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
853,Maruti Wagon R Stingray VXI Optional,2017,399672.41826986446,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
854,Fiat Avventura Power Up 1.3 Emotion,2015,398838.44855083997,96500,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5.0
855,Maruti 800 Std MPFi,2003,52005.163160721226,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
856,Ashok Leyland Stile LE,2013,366929.98795853014,200000,Diesel,Individual,Manual,Second Owner,20.07 kmpl,1461 CC,75 bhp,185Nm@ 1750-2750rpm,8.0
857,Maruti Swift Dzire VXI 1.2,2018,619859.7156217385,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
858,Hyundai i20 1.2 Magna,2011,233307.27223471936,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
859,Maruti Wagon R VXI BS IV with ABS,2010,170780.89173176608,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
860,Renault Duster 110PS Diesel RxZ,2013,452006.4948688396,56429,Diesel,Dealer,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
861,Ford Freestyle Titanium Petrol BSIV,2018,576378.6591248456,19100,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0
862,Nissan Terrano XL Plus 85 PS,2013,373625.6303928909,170000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
863,Tata Nano Cx,2011,58037.420816049176,10000,Petrol,Individual,Manual,Third Owner,26.0 kmpl,624 CC,35 bhp,48Nm@ 3000rpm,4.0
864,BMW X5 3.0d,2008,1215923.6773972083,60000,Diesel,Individual,Automatic,Third Owner,11.0 kmpl,2993 CC,235 bhp,"53@ 2,000-2,750(kgm@ rpm)",5.0
865,Volvo XC40 D4 R-Design,2018,3120318.0648892694,22000,Diesel,Dealer,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
866,Hyundai Grand i10 SportZ Edition,2015,328894.16140967753,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0
867,Hyundai Verna 1.6 SX CRDi (O),2013,506737.3923461289,70000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
868,Tata Zest Quadrajet 1.3 75PS XE,2015,298500.6662942735,60000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
869,Maruti Swift Dzire VDi,2012,299981.1007562191,80000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
870,Hyundai i20 Sportz 1.4 CRDi,2012,379917.42306663917,135000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5.0
871,Hyundai i20 Active 1.2 S,2016,401697.35334161855,25000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
872,Toyota Corolla Altis Diesel D4DJ,2012,363471.85353253124,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0
873,Mahindra TUV 300 T8,2016,701311.0261576142,30000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
874,Maruti Celerio VXI,2014,284080.1079570115,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
875,Hyundai Santro Era,2019,594909.5118712154,20000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0
876,Hyundai Verna 1.6 CRDI,2011,432014.4845226743,157000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0
877,Ford Endeavour 3.0L 4X4 AT,2011,748627.8199071261,93468,Diesel,Individual,Automatic,Second Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7.0
878,Mahindra Scorpio M2DI,2011,358147.9400279185,140000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0
879,Mahindra Ssangyong Rexton RX7,2013,918513.8661816684,200000,Diesel,Individual,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7.0
880,Volvo XC60 Inscription D5 BSIV,2018,3079791.221929189,50000,Diesel,Individual,Automatic,First Owner,11.2 kmpl,1969 CC,235 bhp,480Nm,5.0
881,Tata Indica Vista Quadrajet VX,2012,183939.0661009321,178000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
882,Hyundai i10 Magna 1.2 iTech SE,2010,221601.66989731725,120000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
883,Chevrolet Cruze LTZ AT,2015,633667.7851426237,155000,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,360Nm@ 2000rpm,5.0
884,Hyundai Verna CRDi SX,2007,231856.69713394647,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0
885,Maruti Swift VXI with ABS,2009,232942.3260655745,80000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm",5.0
886,Hyundai Elite i20 Magna Plus BSIV,2019,756047.87305194,3500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0
887,Jaguar XF 3.0 Litre S Premium Luxury,2014,2871586.572936031,51000,Diesel,Individual,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,600Nm@ 2000rpm,5.0
888,Hyundai Grand i10 CRDi Sportz,2015,371779.35153904324,91500,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
889,Maruti Alto 800 VXI,2018,381046.77499642235,22000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
890,Maruti Wagon R VXI BS IV,2015,312782.2106988063,22500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
891,Hyundai Elite i20 Sportz Plus BSIV,2020,1182474.1643648648,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5.0
892,Maruti Swift VDI,2013,308783.57230101945,100000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
893,Hyundai Santro AT,2005,157497.83651140975,190000,Petrol,Individual,Automatic,Second Owner,,,,,
894,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,533399.2003720268,63000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
895,Renault KWID RXT,2016,279533.7874568376,27500,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
896,Volvo V40 D3 R-Design,2018,2898299.3313818835,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
897,Mahindra Scorpio 1.99 S10,2017,895659.7828659465,50000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
898,Hyundai i20 2015-2017 Sportz 1.2,2016,402350.7693591818,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
899,Mahindra Scorpio S10 4WD,2015,694238.4586836551,80000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
900,Volkswagen Jetta 1.6 Trendline,2010,224345.80108059416,80000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5.0
